00F6y,2k3r1/ppp2prp/1q2b3/8/Q7/2P1R1P1/P4P1P/4R1K1 b - - 3 23,e6d7 e3e8 d7e8 e1e8 g8e8 a4e8,915,76,https://lichess.org/Hii0fRVd/black#46
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,997,80,https://lichess.org/VyUHT6ng/black#56
00YhS,7K/8/8/5p2/4kP2/8/6P1/8 w - - 1 62,g2g3 e4f3 h8g7 f3g3 g7f6 g3f4,925,106,https://lichess.org/JnQJMMAX#123
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1000,76,https://lichess.org/66DBsV70#63
01A3W,4r3/pp5p/5k2/2p1r3/3p4/PP1P4/3KR2P/5R2 b - - 1 31,f6e6 e2e5 e6e5 f1e1 e5d6 e1e8,968,79,https://lichess.org/vvUxsteN/black#62
01UXl,r1bqkb1r/pp4pp/2n1pn2/2p2p2/Q1P5/3P2P1/PP1P1PBP/R1BNK1NR b KQkq - 0 9,d8d3 g2c6 b7c6 a4c6 d3d7 c6a8,952,85,https://lichess.org/WP6oYrOE/black#18
01eK0,8/7k/6p1/R6p/P2b4/1b3P1P/6P1/6K1 w - - 2 37,g1f1 b3c4 f1e1 d4c3 e1f2 c3a5,972,79,https://lichess.org/umgeIwTg#73
01ysM,3r3k/4Rppp/p2P4/8/6P1/8/P6P/6K1 b - - 0 34,f7f6 d6d7 h8g8 e7e8 g8f7 e8d8,984,75,https://lichess.org/4FtM96uI/black#68
02I1j,8/8/p7/5PP1/P4K2/2p5/3k4/4r1R1 w - - 5 52,g1e1 d2e1 f5f6 c3c2 f6f7 c2c1q,959,87,https://lichess.org/7G5T7Bo8#103
02gXq,3r2k1/5ppp/p3p3/1qb1P3/8/2P1BQPP/8/5R1K b - - 3 26,c5e3 f3f7 g8h8 f7f8 d8f8 f1f8,953,91,https://lichess.org/JQSWx2VW/black#52
02vv1,6k1/q6p/6p1/4Bp2/P7/7P/2r1bPPN/R1R3K1 b - - 9 35,c2d2 c1c8 g8f7 c8c7 a7c7 e5c7,914,79,https://lichess.org/3rKsCfZb/black#70
02yF0,r2qr1k1/pp3ppp/1np5/3pR2b/3P4/2N2N1P/PPP1QP2/4R1K1 b - - 4 21,b6c4 e5e8 d8e8 e2e8 a8e8 e1e8,998,78,https://lichess.org/gxeJdrjz/black#42
02zOY,r4r1k/ppp3pp/1q1pQ3/3P2b1/4RB2/8/PP3PPP/R5K1 w - - 3 23,f4g5 b6f2 g1h1 f2f1 a1f1 f8f1,922,88,https://lichess.org/UEFHgetY#45
031PB,3r2bk/R6p/6p1/6b1/P7/7P/5PP1/2R3K1 w - - 1 40,c1c7 d8d1 g1h2 g5f4 g2g3 f4c7,1000,75,https://lichess.org/NT05Kx1X#79
038TX,3r2k1/5ppp/brn1p3/2Q5/8/Rp1q1NB1/3N1PPP/1R4K1 w - - 1 25,c5b6 d3b1 d2b1 d8d1 f3e1 d1e1,951,76,https://lichess.org/0P7kSZ1h#49
03PXc,1r6/4P3/3p1p2/p6k/P6P/5PP1/1p4K1/4R3 w - - 2 39,e7e8q b8e8 e1e8 b2b1q e8h8 h5g6,965,76,https://lichess.org/A7ezQRMD#77
03RFD,r4r1k/6p1/p6p/4Q3/3P4/P1P1n3/2q2PPP/R3R1K1 w - - 0 23,e1e3 c2f2 g1h1 f2f1 a1f1 f8f1,996,83,https://lichess.org/o0QNnghL#45
03SQG,r3nbk1/1p4pp/1pp3q1/3RP1N1/5P2/1Q6/PP4PP/7K b - - 0 25,c6d5 b3d5 g8h8 g5f7 g6f7 d5f7,912,77,https://lichess.org/VRBTZnlO/black#50
